OBJECTID,TYPE,Status,Comments,Date_Modified,Name,Name_Source,Update_Author,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape__Length
257,Water Body Centerline,Update,Delete,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,eec4e949-a302-4ba1-8025-93196d75b07e,2701.0298140725
258,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,Clark Branch,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,9c267f1d-8a35-42e5-bd04-6f4718983901,18309.4874059353
259,Water Body Centerline,Update,Merge,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,0c0d2406-0abc-46e0-a9b5-f882cfa7a0c2,1442.19852864602
260,Water Body Centerline,Update,Merge,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,62af4e2f-ac98-4cf0-b88a-0709479d6806,2260.00086530521
261,Water Body Centerline,Update,Merge,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4575f9f6-122f-4949-a22e-b6e129d355a5,2999.75423990026
262,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,fa917750-1bb4-4654-8ced-7137129f617e,11699.3363010665
263,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,16fb98a2-58b3-4fe2-80e8-96a9cfbc79e8,1312.581877402
264,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,877ea52e-c49f-400f-b778-4839b206316d,23.2017072370707
265,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,2d53c5c0-b5f4-4f7f-acda-682720d48a9e,1346.81877304498
266,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,676beafb-e354-4d06-a44d-e2a3b1e6d427,1360.45276614824
267,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,cc63ef81-72ae-410a-9c07-c2710bb068b7,427.184689455021
268,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,6673ec1c-cd1c-4d65-9db1-12e6dcb11856,936.825883907047
269,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,06554925-4448-4ef8-bec8-9fe4c8aa18f0,3162.57905243806
270,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,East Branch Copperas Creek,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f2f9628c-9c40-4bee-ae4f-3cba88cc6dfe,76935.7677832529
271,Water Body Centerline,Delete,Delete,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,091c5919-ca12-4c50-a557-5b7cf0278468,21.6374965298011
272,Water Body Centerline,Update,Flip,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,a1ddf80f-42bb-4b80-b960-91ac39686ec9,225.053440666906
273,Water Body Centerline,Update,Merge,2011-06-16T00:00:00.000Z,Clark Branch,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,89f68e50-6b34-43d8-8b68-a955650292c9,14851.3673462441
274,Water Body Centerline,Update,Merge,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,e294ed55-d10a-4c86-8b75-a0d6e6c756c0,2049.03269292033
275,Water Body Centerline,Update,Delete,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,72982bc9-e13d-4978-b204-7db58fb0388f,53.3566503185522
276,Water Body Centerline,Delete,Delete,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b814486a-ea3d-4b6a-b6de-2eaaf61a59da,21.9135342723045
277,Water Body Centerline,Update,Merge,2011-04-18T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,325d6586-3b93-4e49-9d0d-2ec367c39cf5,2364.75495280843
278,Water Body Centerline,Update,,2011-06-10T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f9d8b7ea-e1c4-4e30-8e1b-a24f4db9e673,3161.77904985273
279,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5109cbe7-8a32-43d2-b6e7-e6ea124e23f0,202.598130705887
280,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4bf5e860-1e4e-499b-a5ec-67d7be94b99d,97.4204615604244
281,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ffa8b0bf-41db-41f2-b36c-cc99330646f2,345.972251302855
282,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,32365a29-8491-459e-acf3-08bf9a7c1048,52.8737716902041
283,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,dde5bd78-a53b-4dcc-8253-ce952d6fb6b2,82.9418472827955
284,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ad0b5f8b-9019-4b4e-8603-56a65a994010,562.415655947239
285,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,029857d9-6acc-40fd-8930-0d6fa4805ade,51.5611800634263
286,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,000db5a1-6a7b-46e5-b95b-985d38dc6791,75.8664445147881
287,Water Body Centerline,Update,,2011-07-16T00:00:00.000Z,Largent Creek,USGS,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,91854da7-7a2c-4cff-9093-bc3714b39c8f,16873.627988443
288,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,cac66a60-c59b-4095-b99d-6f771b693598,1138.91514826546
289,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ce93b041-5a92-4ab2-9427-c29ecb107507,1794.45731051428
290,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,306dc873-c9dd-483f-8da6-3c7a03536ead,778.431649334321
291,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,015135ac-d46d-4bc8-9b16-3f78cdede1ed,2467.15533864751
292,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,19036622-e697-4159-9c98-d96355c5b834,551.108723692717
293,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,581249be-b5ef-48f3-9629-2d13dadeddf9,1614.11219016242
294,Water Body Centerline,Delete,,2011-04-05T00:00:00.000Z,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4bb9df44-89fd-4e8a-b670-be1846313062,193.114555002438
295,Water Body Centerline,Update,Merge,2011-04-21T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1505ef8c-a89f-4a0b-b75d-a3a88616070d,9424.42276662568
296,Water Body Centerline,Update,,2011-04-05T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,7beb9a02-798e-4bc6-99bc-d4d65e27777f,3722.24617016954
297,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c9f40249-016c-4e29-8b4a-970e6ae593e1,1534.72948054727
298,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,bdb50b87-2dc1-46a8-9f80-6ae30a900c99,1739.62501470962
299,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b21d1426-2036-44da-aeed-1593fe637e8e,30.1715605648041
300,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f7dcf07f-8c9f-44f4-bcbd-c14de82a49c7,25199.1457417664
301,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d8ae5dee-301b-4bbc-94bd-d5c123689553,26.0840496503355
302,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1218d44c-d056-425d-a9d4-2a03351a2d8e,377.068600767207
303,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5d7572ec-b007-47c1-8cc8-2c09804cc003,30.4995785486667
304,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,3d7a2fff-93bf-4d0c-bf3b-e6b253b6ba33,13.9146581362366
305,Water Body Centerline,Update,,2011-04-05T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d2f61ad2-35d1-4124-aa84-672fec3adfc6,1822.88245665961
306,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ed3eeb3e-22ce-488f-8862-b98ca3fad59d,439.120592284579
307,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,a93fb0a5-b2e8-4fd8-9c58-f5950a2c3374,4936.03426590726
308,Water Body Centerline,Update,,2011-04-05T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,39aa29f1-8729-4712-a379-ccefd2a8551c,4939.11908884884
309,Water Body Centerline,Update,,2011-04-05T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,845f7b91-e574-4cc3-84d3-73aefb9206fb,3248.9166393609
310,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d17f6d0d-d7e6-4235-aa16-b490f82d6619,73.1093176840931
311,Water Body Centerline,Update,,2011-04-05T00:00:00.000Z,,,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5a705dff-823e-422e-9eb3-ec8e4bc89dc2,3038.6097729879
312,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,bf1ae55f-8ec1-4dac-87e0-6b53f04519ea,862.32603666669
313,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,2fbeb553-f096-4d55-ac1c-4cdeefce1c69,1413.87739483942
314,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,a8953c8d-2795-4ec4-b649-86d1fea445dd,5963.77322626135
315,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,94e28889-6db2-428c-956b-cc686239302a,387.148832029388
316,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ba3a5a49-d0f6-468e-bd6d-3443ac4a7bc8,8865.98188913173
317,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,7dbd3f82-835b-4c7c-8297-fde7ceb06896,3523.93243641826
318,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,0d885423-0fba-489a-a9fa-af76a8c60f6f,8.01148322335533
319,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ca508564-3c19-4c8c-90d7-92530db02eae,3279.81880589136
320,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,452c78fe-8a91-4676-8193-c689f70d04d9,50771.3986795787
321,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,722e41a3-31f5-45b0-9e89-1e865a15ccb0,144.66254225034
322,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,7866f152-df46-44c5-9ef9-565a3da31fd2,49.9132378356636
323,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d4965537-5072-4957-98d0-52f6237d8faf,46.9545285225429
324,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,45cca773-0b2f-4dbb-b4fc-ac9149357068,45.8465658881288
325,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b98b2169-2b55-46c7-a3e2-b12e95c6fa9b,18.8591616048158
326,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1384c7e3-6721-46db-b82e-4ace30d8015e,38.3827350867767
327,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,244ffb39-ada6-428c-8f7b-fef79405495a,1312.53456380053
328,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4f9a7879-ec46-40f1-98a5-afd45b87c09c,111.471898956237
329,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b3cd91e0-a743-44c7-b44c-a79ebe6e9cfa,58.0927155269625
330,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,db7eba02-f7be-4a61-8b40-ad153b2ea217,713.579304168675
331,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8d472010-ffb5-42ca-bb26-a0255f977b6e,65.7449725111454
332,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,2de6e483-109b-4722-9ed5-3981a8e3a553,54.9677178607656
333,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b6236857-b45d-4299-a748-5eda9aa82b37,81.6062840943426
334,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,48eaa8ea-afcf-4e88-8ed3-be7848022a4e,118.109168950014
335,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,579aff4c-7eb1-40ab-abb3-aaf8c6537f46,86.2425872321532
336,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,0d1659e7-6df7-4f12-beca-56bc24a8cc63,741.49788847086
337,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,47296ea7-8475-4454-a7ca-d5af7f4c984f,4.56711182640088
338,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,2306e076-cb84-446d-8d86-ddcfe040f8e8,344.053824176491
339,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c65d3d2b-c36b-464a-b054-dd8966b15298,963.631866400569
340,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,fda8c7a8-dff0-4b78-abd2-ac90aed0628a,34.3470851302935
341,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,58860bcb-3b1b-4467-993b-68224617e7c9,54.5915531558857
342,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d65e90c2-ee7c-4284-b74f-a3cd87520aed,82.8550995854072
343,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,efaeb282-978a-4d5d-83fa-1b3c5e821d5b,57.4384645795341
344,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,9732d871-c292-496a-aff3-a9e9ad9f4084,64.181883263449
345,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,7b5edb94-c2fc-436b-96b1-18c2dd1daf6b,14.1005651583935
346,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,42ae630a-63ac-4deb-b6a8-a462fecbca30,90.0153746247247
347,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,086c88b9-6247-457f-884a-6c708d81d9b8,31.2307657688002
348,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4995135d-694d-4ffc-9c9c-a276890f53b3,450.977688319906
349,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,452a01ca-57f0-4a78-86d8-ac4785034d33,106.773579058124
350,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,6b8b4dbe-a2d2-441e-92c4-ff37f615a770,55.1789938153442
351,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d937640b-5eda-4531-8be6-681444c225fd,114.198000728435
352,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,33d8deb3-c726-4207-b858-2b4ad9e4c275,81.3662004199636
353,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c0874419-b5e0-4dc8-9b1d-a4059582c1e0,31.3960147597724
354,Water Body Centerline,Update,,2011-06-10T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f198aede-d239-484a-ad8e-73e42400f646,932.861040474026
355,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f9198041-7124-4701-9173-44f8074c8d24,384.420063983682
356,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,03f9cc32-1026-4e4d-8110-926ffc634f04,196.833962040813
357,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,33731c03-60af-4c23-8c48-0d7076101bda,14992.5311442489
358,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1c8fc62b-311b-4b53-a832-87cae19738da,70.4865544915832
359,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8eeb38e6-86d0-4200-a6bf-91a85222f23f,51.6843928425251
360,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,7b32bf4e-b7ce-4e9a-9965-043fdf27242b,54.4294348446415
361,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name ,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,46d23757-0ebd-468a-8c98-dbdb346680d2,17594.4357504675
362,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1edf4045-4dae-416f-9aa9-e382ae26d4e1,65.2677837594289
363,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d2d3c6e4-6cf1-49cf-833d-a04a505eead5,81.0660703229277
364,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,05b273ce-2d2a-46c4-887d-8fbfad1c1900,8.60722097280677
365,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,00d24da2-e9a2-4c76-aa2e-06892964b571,32.6570291335822
366,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8cdb1df6-034f-49ea-85ab-9de887c83d88,147.023142929754
367,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,673d2f62-4cb1-4ef8-9c47-683578bbaf1a,33.4029283203727
368,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,a9801c28-4ccb-41a1-b401-9ce47c9561fb,80.5573400609835
369,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,6837fdcd-5bf3-4acc-917d-9669c962fbc9,90.9741269888956
370,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5f660a33-cdf1-47fc-a9b3-39997a6f10c0,51.9733392943272
371,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,bda504b5-315d-4503-b607-0c8f8dbabc0c,119.506345075711
372,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,90c36736-1c47-4d30-a465-3e2d31774012,58.3145329117342
373,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,23177faa-1014-448f-b2fe-a3a77fa7f652,607.872642190326
374,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,08942faf-934e-4524-941e-33754f2cc741,72.0648055947955
375,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,37124ac8-f30a-4c91-9785-c637a94fca24,60.3665866592114
