OBJECTID,TYPE,Status,Comments,Compiler,Date_Modified,Data_Source,Company,Co_Label,Maint_Status,Attribute_Auth,GlobalID,created_user,created_date,last_edited_user,last_edited_date,Shape__Length
88,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,cb343e92-9d2c-4e38-8213-e85e8f395b0a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,76.8289005037514
89,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,721c04ff-b2f6-4b94-aa28-677523385019,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,872.394601891697
90,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,16f16652-6344-41bb-b0c8-f0cbecdb2a8a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1320.59192379408
91,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,0197552c-920b-4088-9783-0fc7a40a6e60,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1339.92218413184
92,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,63f70e85-7d1d-43f9-8c51-8837ed811ecf,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,513.166664770731
93,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,1579ec53-1ece-495f-9c46-b963a209c153,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1931.52995610034
94,Railroad Centerline,Existing,,Surdex,2011-05-10T00:00:00.000Z,Parcel Data,Lonza Inc.,,Done,S. Bradbury,6951f330-2454-47e4-8f77-4c82d8863901,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,675.113146115982
95,Railroad Centerline,Existing,Fix alignment,Surdex,2011-05-10T00:00:00.000Z,Parcel Data,Lonza Inc.,,Done,S. Bradbury,9a1faa30-390f-4239-8fec-90f099ffd6ca,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,716.826391514858
96,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,3371b451-3c6d-471a-bcc9-10dad659b826,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1342.23500526554
97,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,e0e012b2-0859-443d-84d7-c645e11a0417,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1078.3365964132
98,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,fab6abdb-5b05-47a8-a1ec-76b56ff4123f,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,2155.18685442514
99,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,c3efe17d-35e1-4549-a373-0e98759383ee,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,531.207925683404
100,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,c7619188-1ddf-42d3-9419-3729cc50bc55,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,60.6466594149093
101,Railroad Abandoned,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,93e0bec3-1cd2-4b9f-a895-c6b03042bfa6,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,60.9964738610069
102,Railroad Centerline,Existing,Merge,Surdex,2011-05-10T00:00:00.000Z,Parcel Data,Lonza Inc.,,Done,S. Bradbury,8ab41f46-673a-4d5a-b2c8-fc1c16670afa,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,423.382156214757
103,Railroad Centerline,Existing,Merge,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,e5d8322b-2f4d-4bef-b245-e8eb647efef3,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,12562.0975922948
104,Railroad Centerline,Existing,,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,9d887d88-9319-45c0-aee3-3bafd00a39d9,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,224.426828082493
105,Railroad Centerline,Existing,,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,f3ca5e42-5232-4aa5-9d72-5216d7eb62f9,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,142.343203991539
106,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,7aee50a6-8713-494f-a6e9-e2ad5844e40c,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,262.104664743146
107,Railroad Centerline,New,Merge,Sanborn,2011-05-10T00:00:00.000Z,Parcel Data,Lonza Inc.,,Done,S. Bradbury,3accadd1-b7eb-482f-a259-69ea1b8bfb12,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,548.111956366809
108,Railroad Centerline,New,Merge,Sanborn,2011-05-10T00:00:00.000Z,Parcel Data,Lonza Inc.,,Done,S. Bradbury,d4c232e4-001d-4fc0-b6b4-7b9cd1f85fa6,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,692.003291568791
109,Railroad Centerline,New,Fix alignment,Sanborn,2011-05-10T00:00:00.000Z,Parcel Data,Lonza Inc.,,Done,S. Bradbury,14b82a0a-3169-4a4d-8c69-86f89ee3b216,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,324.996664003794
110,Railroad Centerline,New,Merge,Sanborn,2011-05-10T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,d416106b-7d67-4637-b606-e0877e1fd2c5,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,814.951752557583
111,Railroad Centerline,Existing,,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,880a08fc-685b-4c92-925c-202e2d31aafb,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,431.860640044958
112,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,e82c7380-1e50-4e25-81ec-870ded91ae6b,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,6620.18553264085
113,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,9fdd449f-1273-4123-90eb-4574cbd54976,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1291.10801652427
114,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,9d7ebd4b-ab02-4752-b562-c754f142d795,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1035.67535816383
115,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,b689be4b-b294-4f15-9680-19b018b0fb0c,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,934.500992987098
116,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,4298e489-3f2c-4f5b-a632-0e2c2d03fc3f,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,885.702332249213
117,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,22d12b8a-14ff-4b54-8705-e4c93a535c18,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,883.605632302952
118,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,d4508c50-3ced-4d81-9e56-a79bac04c796,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,824.579067637968
119,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,19262678-ca1f-4aab-a2b0-bc6ec6504d6a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,747.068205363149
120,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,d26e7475-b701-48d1-8aa8-29c5d155133f,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,993.263038379066
121,Railroad Centerline,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,6725cac0-0965-4aa5-815f-b9153b71217c,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,695.374872314643
122,Railroad Centerline,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,2083a97a-8254-4f49-b7f2-d5b94b10761f,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1443.44112112547
123,Railroad Centerline,New,Tracks do not align,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,92638098-0a03-4a2a-9c0c-28bf52ab28eb,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,55.2714214162669
124,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,e8b568d0-9051-48cd-b430-175313e1db37,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,4476.83572887181
125,Railroad Abandoned,New,,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Espinosa,,Done,S. Bradbury,db39b5de-f542-4c50-8270-f1c87e358ec7,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1979.92588439348
126,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Mosaic Company,,Done,S. Bradbury,8a059496-76a4-4c4d-8d11-781653c6f5a8,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,2413.45089980855
127,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Mosaic Company,,Done,S. Bradbury,aa4025bf-fc2b-4af1-ba02-789d72a0aa62,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1150.49253738446
128,Railroad Centerline,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Mosaic Company,,Done,S. Bradbury,14ee8dfe-42cb-4aa1-8434-9d3e5fcc19b0,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,144.318257040412
129,Railroad Centerline,New,Merge,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Mosaic Company,,Done,S. Bradbury,f6c18349-9fb6-4515-a79b-ca5fbbcbc146,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1238.94671042126
130,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,4b1df3e5-9a14-4c15-9f1b-c2e78e2aa6e0,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,259.074334935313
131,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,2f3822a1-0cba-48ab-a436-e4cf682a65aa,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,131.657203701543
132,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,9ee62645-d567-41b0-937a-3ac2c3662e02,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,178.822050021741
133,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,44253eb0-81c7-455c-9564-53b07671350a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,82.6589231417045
134,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,1e2ee26e-7a8b-4402-a497-48e4b91e9ac2,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,39.6344397283225
135,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,96fee9a3-a78a-40b7-9330-799b9da19e22,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,74.4714260784217
136,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,c1d79f5f-020d-450c-afa8-4851567fccfe,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,59.3695749027946
137,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,1803a3cf-68d8-451a-8ee7-ea73b280821b,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,2.12739102338813
138,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,a8a4a513-6c69-4845-bd4c-b8fa774b3595,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,59.7275978128104
139,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,1ec00d0f-4247-4b4f-b3ce-f565aab7b962,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,336.044140672452
140,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,2c6f5ada-c054-4be7-b22b-f4174e8b0f47,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,477.3528529886
141,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,df4dbfe0-c881-4fea-a26b-e517d41ed40a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1718.15140761576
142,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,9041cabf-66a1-45cd-b140-c450dc68f840,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,318.800870522862
143,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,68aadb1e-d4cf-48c7-9d22-c97cfbbe4622,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,385.534270764204
144,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,64d44dbe-52a8-4c9a-ba86-0aefb53bf22a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,102.956602447639
145,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,aa741b8d-0702-47ff-8c7c-aed9e2106c92,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,374.949022204324
146,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,e4c6566b-8bee-4fdd-a57a-ab52e6d1854a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,21.8221268746281
147,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,117b4814-1468-4786-8a79-98ea81316070,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,23.7983479255039
148,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,c4356af3-c232-4bd1-acc7-288f6043a752,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,229.540678681349
149,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,b884e0ee-840f-4176-9947-17ffc60f464c,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,772.66689669933
150,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,65c1ad9f-ae35-45bb-b430-c81442b0a967,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,251.850259441211
151,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,055f6339-7023-4fe4-a10f-b17933348253,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,492.801230696864
152,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,64b1a82a-95d1-4548-999a-31570a2215b3,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,40.2386342423051
153,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,8c585bcf-e7db-4e9e-b4c6-8907e3a4e417,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,338.306715419471
154,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,b02ef7ed-358f-423b-82c9-12793af43cc2,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,56.5958535718008
155,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,07d4f8a0-1974-45af-a867-530fe6192242,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,122.398447408703
156,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,28f454f1-ab87-4b16-84d2-ae166ec63a48,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,293.933240118325
157,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,5ad5bd6a-fa87-4821-92d3-95ec292b9b23,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,496.435456855116
158,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,ac0032a7-295d-42e9-bb68-7e9e77075af2,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,405.836324097022
159,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,218f2a16-ba7a-4548-8368-eb25ec69433b,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,394.890283135043
160,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,78e11d14-f7df-42ab-81a6-6a5eff7569bd,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,171.399608660265
161,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,62ca3f22-1cd9-4b08-97f8-f0190bbddd5f,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,154.512380849258
162,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,a3fadc48-ad1b-4959-bb93-1bcd8dda4982,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,441.514571672615
163,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,6583cb5c-a0ba-40f7-9c17-4a02526161b0,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1846.62381373925
164,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,a5a8d0b3-d010-49e9-9b53-d61948e73d8d,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,231.360408328222
165,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,24646bc3-da53-47fa-aa2b-b513440ea9d0,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,327.123025952249
166,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,50e67e0e-f1bf-44d5-9f6f-ac7ed8761ebc,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1083.73611018749
167,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,d8be2a09-6925-4257-b7e4-6bd8fc2ebdc3,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,741.449125149985
168,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,94c17432-4904-40d4-ab8e-c8a0a260c41a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,149.575360340374
169,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,514367ef-dd4d-493a-ba74-15ddc1922cdd,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,254.991231627657
170,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,e291196c-6297-4e7e-9c76-b832679a58ca,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,278.225230024126
171,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,2d9a087f-a509-42e1-92cb-44dba16e265d,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,264.51423951951
172,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,f0fe69fa-f419-4151-90fd-e44e7023b4f6,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,405.928691441419
173,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,41cdb6e9-f57a-4125-acf7-27a6bb5fc518,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,464.165859577671
174,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-17T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,1ddcbfb7-ae4f-4a2a-a2f0-23b6b621de26,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,81.7928146801969
175,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,92c4b608-186e-4d32-95df-51e4bbd721c0,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,580.734391374131
176,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,6b2d1c25-9bfe-478f-b2be-20cd0b49c75c,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,658.21419337484
177,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,74e2df0f-2c20-4d25-bbab-f793aa1e43c6,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,693.119402797134
178,Railroad Centerline,New,Tazewell County,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Delete,,Done,S. Bradbury,56639ac9-f436-421b-a56a-1dc0c81d5f85,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,710.665639201923
